ClimateZone,SpeciesCode,ScientificName,CommonName,TreeType,SppValueAssignment
SoCalCoast,ACBU,Acer buergerianum,Trident maple,BDS,BDS OTHER
SoCalCoast,ACNE,Acer negundo,Boxelder,BDL,BDL OTHER
SoCalCoast,ACOB,Acer oblongum,Evergreen maple,BDS,BDS OTHER
SoCalCoast,ACPE1,Acacia pendula,Weeping myall,BDL,BDL OTHER
SoCalCoast,ALEX,Alectryon excelsus,Titoki,BES,BES OTHER
SoCalCoast,BABL,Bauhinia x blakeana,Blake's bauhinia,BES,BES OTHER
SoCalCoast,BAPU,Bauhinia purpurea,Orchid tree,BES,BES OTHER
SoCalCoast,BENI,Betula nigra,River birch,BDM,BDM OTHER
SoCalCoast,BERE,Beaucarnea recurvata,Pony-tail palm,PES,PES OTHER
SoCalCoast,BIJA,Bischofia javanica,Toog,BEL,BEL OTHER
SoCalCoast,BR1,Brachychiton  species,Brachychiton,BDM,BDM OTHER
SoCalCoast,BRAC2,Brachychiton acerifolium,Arbol de la llama,BDM,BDM OTHER
SoCalCoast,BROC,Brachychiton populneum,Kurrajong,BEM,BEM OTHER
SoCalCoast,CA52,Casuarina  species,Sheoak,CEL,CEL OTHER
SoCalCoast,CASA5,Callistemon salignus,White bottlebrush,BES,BES OTHER
SoCalCoast,CASP11,Caesalpinia spinosa,Spiny holdback,BES,BES OTHER
SoCalCoast,CEFI2,Cedrela fissilis,Brazilian cedar wood,BDM,BDM OTHER
SoCalCoast,CEOC3,Cercis occidentalis,Western redbud,BDS,BDS OTHER
SoCalCoast,CRPA,Crinodendron patagua,Patagua,BDS,BDS OTHER
SoCalCoast,CRRU,Cryptocarya rubra,Cryptocarya,BES,BES OTHER
SoCalCoast,ERFA,Erythrina falcata,Corticeira-da-serra,BEM,BEM OTHER
SoCalCoast,ERHU4,Erythrina humeana,Natal coral tree,BDS,BDS OTHER
SoCalCoast,EUCA,Eucalyptus calophylla,Redgum,BEL,BEL OTHER
SoCalCoast,HACA4,Harpephyllum caffrum,Kaffir plum,BES,BES OTHER
SoCalCoast,HASU,Hakea suaveolens,Sweet hakea; Scented hakea,CES,CES OTHER
SoCalCoast,HEAR,Heteromeles arbutifolia,Christmasberry,BES,BES OTHER
SoCalCoast,HIRO-SI,Hibiscus rosa-sinensis,Chinese hibiscus,BES,BES OTHER
SoCalCoast,HOFO,Howea forsteriana,Forster sentry palm,PEM,PEM OTHER
SoCalCoast,HYFL,Hymenosporum flavum,Sweetshade; Australian fragipani,BES,BES OTHER
SoCalCoast,JURE,Juglans regia,English walnut,BDM,BDM OTHER
SoCalCoast,KOPA,Koelreuteria paniculata,Goldenrain tree,BDM,BDM OTHER
SoCalCoast,LELA12,Leptospermum laevigata,Coastal teatree,BES,BES OTHER
SoCalCoast,LIAU9,Livistona australis,Australian fan palm,BDM,BDM OTHER
SoCalCoast,MAFL80,Malus floribunda,Japanese flowering crabapple,BDS,BDS OTHER
SoCalCoast,MAIN8,Macadamia integrifolia,Macadamia nut,BES,BES OTHER
SoCalCoast,MALU4,Markhamia lutea,Siala,BDS,BDS OTHER
SoCalCoast,MAPU,Malus sylvestris,Apple,BDS,BDS OTHER
SoCalCoast,MASO,Magnolia x soulangiana,Chinese magnolia; Saucer magnolia,BDS,BDS OTHER
SoCalCoast,MEBR9,Melaleuca bracteata,River teatree,BES,BES OTHER
SoCalCoast,MEST,Melaleuca styphelioides,Melaleuca,BEM,BEM OTHER
SoCalCoast,PEIN17,Persea indica,Indian bay,BES,BES OTHER
SoCalCoast,PHFR,Photinia x fraseri,Fraser photinia,BES,BES OTHER
SoCalCoast,PICH,Pistacia chinensis,Chinese pistache,BDM,BDM OTHER
SoCalCoast,PIRO,Pinus roxburghii,Chir pine,BES,BES OTHER
SoCalCoast,PRCA2,Prunus campanulata,Taiwan cherry,BDS,BDS OTHER
SoCalCoast,PRDU,Prunus amygdalus,Almendro,BDS,BDS OTHER
SoCalCoast,QURU,Quercus rubra,Northern red oak,BDL,BDL OTHER
SoCalCoast,QUSA2,Quillaja saponaria,Quillay,BES,BES OTHER
SoCalCoast,QUSU,Quercus suber,Cork oak,BEL,BEL OTHER
SoCalCoast,QUVI,Quercus virginiana,Live oak,BEL,BEL OTHER
SoCalCoast,RASA5,Rauvolfia samarensis,Rauvolfia,BEL,BEL OTHER
SoCalCoast,RHBA7,Rhopalostylis baueri,Norfolk Island palm,PES,PES OTHER
SoCalCoast,RHLA,Rhus lancea,African sumac,BES,BES OTHER
SoCalCoast,SASA,Sapindus saponaria,Wingleaf soapberry,BES,BES OTHER
SoCalCoast,SCPO,Schinus polygamus,Huingan,BES,BES OTHER
SoCalCoast,SO1,Lycianthes rantonnei,Paraguay nightshade,BES,BES OTHER
SoCalCoast,SPCA,Spathodea campanulata,African tulip tree,BEL,BEL OTHER
SoCalCoast,TACH3,Tabebuia chrysotricha,Ipe-amarelo,BDM,BDM OTHER
SoCalCoast,ULAM,Ulmus americana,American elm,BDL,BDL OTHER
SoCalCoast,UMCA,Umbellularia californica,California laurel,BEL,BEL OTHER
SoCalCoast,VILU6,Vitex lucens,Puriri,BEL,BEL OTHER
SoCalCoast,BDL OTHER,Broadleaf Deciduous Large,Broadleaf Deciduous Large,BDL,PLAC
SoCalCoast,BDM OTHER,Broadleaf Deciduous Medium,Broadleaf Deciduous Medium,BDM,LIST
SoCalCoast,BDS OTHER,Broadleaf Deciduous Small,Broadleaf Deciduous Small,BDS,JAMI
SoCalCoast,BEL OTHER,Broadleaf Evergreen Large,Broadleaf Evergreen Large,BEL,EUFI81
SoCalCoast,BEM OTHER,Broadleaf Evergreen Medium,Broadleaf Evergreen Medium,BEM,CICA
SoCalCoast,BES OTHER,Broadleaf Evergreen Small,Broadleaf Evergreen Small,BES,POMA
SoCalCoast,CEL OTHER,Conifer Evergreen Large,Conifer Evergreen Large,CEL,CEDE
SoCalCoast,CEM OTHER,Conifer Evergreen Medium,Conifer Evergreen Medium,CEM,PIBR2
SoCalCoast,CES OTHER,Conifer Evergreen Small,Conifer Evergreen Small,CES,PICO5
SoCalCoast,PEL OTHER,Palm Evergreen Large,Palm Evergreen Large,PEL,PHCA
SoCalCoast,PEM OTHER,Palm Evergreen Medium,Palm Evergreen Medium,PEM,PHDA4
SoCalCoast,PES OTHER,Palm Evergreen Small,Palm Evergreen Small,PES,WARO
NoCalCoast,AB,Abies  species,Fir,CEL,CEL OTHER
NoCalCoast,ACBA2,Acacia baileyana,Bailey acacia,BEM,ACME
NoCalCoast,ACDE2,Acacia dealbata,Aromo del paÕs,BEM,ACME
NoCalCoast,ACDE,Acacia decurrens,Green acacia,BEM,ACME
NoCalCoast,ACLO,Acacia longifolia,Sydney golden wattle,BEM,ACME
NoCalCoast,ACME,Acacia melanoxylon,Black acacia,BEM,ACME
NoCalCoast,ACVE2,Acacia verticillata,Prickly moses,BES,ACME
NoCalCoast,ACBU,Acer buergerianum,Trident maple,BDS,BDS OTHER
NoCalCoast,ACMA,Acer macrophyllum,Bigleaf maple,BDL,BDL OTHER
NoCalCoast,ACNE,Acer negundo,Boxelder,BDL,BDL OTHER
NoCalCoast,ACPA,Acer palmatum,Japanese maple,BDS,ACPA
NoCalCoast,ACPL,Acer platanoides,Norway maple,BDL,BDL OTHER
NoCalCoast,ACPS,Acer pseudoplatanus,Sycamore maple,BDM,BDM OTHER
NoCalCoast,ACRU,Acer rubrum,Red maple,BDM,BDM OTHER
NoCalCoast,ACSA1,Acer saccharinum,Silver maple,BDL,BDL OTHER
NoCalCoast,ACSA2,Acer saccharum,Sugar maple,BDL,BDL OTHER
NoCalCoast,AC,Acer  species,Maple,BDM,BDM OTHER
NoCalCoast,AECA2,Aesculus californica,California buckeye,BES,BES OTHER
NoCalCoast,AEHI,Aesculus hippocastanum,Horsechestnut,BES,BES OTHER
NoCalCoast,AGFL,Agonis flexuosa,Peppermint tree,BES,BES OTHER
NoCalCoast,AIAL,Ailanthus altissima,Tree of heaven,BDM,BDM OTHER
NoCalCoast,ALJU,Albizia julibrissin,Mimosa,BDM,BDM OTHER
NoCalCoast,ALCO2,Alnus cordata,Italian alder,BDM,BDM OTHER
NoCalCoast,ALRH,Alnus rhombifolia,White alder,BDM,BDM OTHER
NoCalCoast,ALRU2,Alnus rubra,Red alder,BDM,BDM OTHER
NoCalCoast,ALAR,Aloe arborescens,Tree aloe,PES,PES OTHER
NoCalCoast,ARHE,Araucaria heterophylla,Araucaria,CEL,CEL OTHER
NoCalCoast,ARME,Arbutus menziesii,Pacific madrone,BEM,BEM OTHER
NoCalCoast,ARUN,Arbutus unedo,Strawberry tree,BES,BES OTHER
NoCalCoast,ARCU,Archontophoenix cunninghamiana,King palm,PES,PES OTHER
NoCalCoast,ARRO,Arecastrum romanzoffianum,Queen palm,PES,PES OTHER
NoCalCoast,BEAL2,Betula albo-sinensis,Chinese birch,BDM,BDM OTHER
NoCalCoast,BENI,Betula nigra,River birch,BDM,BDM OTHER
NoCalCoast,BEPE,Betula pendula,European white birch,BDM,BDM OTHER
NoCalCoast,BRED,Brahea edulis,Guadalupe palm,PES,PES OTHER
NoCalCoast,BRPA,Broussonetia papyrifera,Paper mulberry,BDM,BDM OTHER
NoCalCoast,BUCA,Butia capitata,Jelly palm,PES,PES OTHER
NoCalCoast,CACI,Callistemon citrinus,Lemon bottlebrush,BES,BES OTHER
NoCalCoast,CASA5,Callistemon salignus,White bottlebrush,BES,BES OTHER
NoCalCoast,CAVI,Callistemon viminalis,Weeping bottlebrush,BES,BES OTHER
NoCalCoast,CADE2,Calocedrus decurrens,Incense cedar,CEL,CEL OTHER
NoCalCoast,CACA3,Calodendrum capense,Cape chesnut,BDM,BDM OTHER
NoCalCoast,CAJA9,Camellia japonica,Camellia,BES,BES OTHER
NoCalCoast,CABE,Carpinus betulus,European hornbeam,BDM,BDM OTHER
NoCalCoast,CALE,Cassia leptophylla,Gold medallion tree,BES,BES OTHER
NoCalCoast,CAEQ,Casuarina equisetifolia,Australian pine,CEL,CEL OTHER
NoCalCoast,CAER,Catalpa erubescens,Purple toned catalpa,BDM,BDM OTHER
NoCalCoast,CASP,Catalpa speciosa,Northern catalpa,BDL,BDL OTHER
NoCalCoast,CETH,Ceanothus thyrsiflorus,Blue blossom,BES,BES OTHER
NoCalCoast,CEAT,Cedrus atlantica,Atlas cedar,CEL,CEL OTHER
NoCalCoast,CEDE,Cedrus deodara,Deodar cedar,CEL,CEL OTHER
NoCalCoast,CEAU,Celtis australis,European hackberry,BDL,BDL OTHER
NoCalCoast,CEOC,Celtis occidentalis,Northern hackberry,BDL,BDL OTHER
NoCalCoast,CERE,Celtis reticulata,Western hackberry,BDS,BDS OTHER
NoCalCoast,CESI4,Celtis sinensis,Chinese hackberry,BDL,BDL OTHER
NoCalCoast,CESI3,Ceratonia siliqua,Algarrobo europeo,BEM,BEM OTHER
NoCalCoast,CECA,Cercis canadensis,Eastern redbud,BDS,BDS OTHER
NoCalCoast,CEOC3,Cercis canadensis var. texensis,Western redbud,BDS,BDS OTHER
NoCalCoast,CERE2,Cercis reniformis,Southwestern redbud,BDS,BDS OTHER
NoCalCoast,CHFU,Chamaecyparis funebris,Mourning cypress,CEL,CEL OTHER
NoCalCoast,CHLA2,Chamaecyparis lawsoniana,Port orford cedar,CEL,CEL OTHER
NoCalCoast,CHHU,Chamaerops humilis,Mediterranean fan palm,PES,PES OTHER
NoCalCoast,CHSP,Chorisia speciosa,Palo borracho,CEL,CEL OTHER
NoCalCoast,CICA,Cinnamomum camphora,Camphor tree,BEM,CICA
NoCalCoast,CIAU,Citrus aurantifolia,Lime,BES,BES OTHER
NoCalCoast,CILI,Citrus limon,Lemon,BES,BES OTHER
NoCalCoast,CISI,Citrus sinensis,Orange,BES,BES OTHER
NoCalCoast,CIPA,Citrus x paradisi,Grapefruit,BES,BES OTHER
NoCalCoast,COAU,Cordyline australis,Giant dracaena,PES,PES OTHER
NoCalCoast,CONU2,Cornus nuttallii,Pacific dogwood,BDM,BDM OTHER
NoCalCoast,COCO1,Cotinus coggygria,Smoke tree,BDS,BDS OTHER
NoCalCoast,COBU,Cotoneaster buxifolius,Cotoneaster,BES,BES OTHER
NoCalCoast,CRDO,Crataegus douglasii,Black hawthorn,BDS,BDS OTHER
NoCalCoast,CRPH,Crataegus phaenopyrum,Washington hawthorn,BDS,BDS OTHER
NoCalCoast,CR,Crataegus  species,Hawthorn,BDS,BDS OTHER
NoCalCoast,CUAN,Cupaniopsis anacardioides,Carrotwood,BES,BES OTHER
NoCalCoast,CULE,x Cupressocyparis leylandii,Leyland cypress,CEM,CEM OTHER
NoCalCoast,CUAR,Cupressus arizonica,Arizona cypress,CEM,CEM OTHER
NoCalCoast,CUMA,Cupressus macrocarpa,Monterey cypress,CEL,CEL OTHER
NoCalCoast,CUSE,Cupressus sempervirens,Italian cypress,CEM,CEM OTHER
NoCalCoast,CYSC4,Cytisus scoparius,Scotchbroom,BDS,BDS OTHER
NoCalCoast,DAIM,Dahlia imperialis,Tree dahlia,BDS,BDS OTHER
NoCalCoast,DIVI,Diospyros virginiana,Common persimmon,BDS,BDS OTHER
NoCalCoast,DOVI,Dodonaea viscosa,Florida hopbush,BES,BES OTHER
NoCalCoast,DRDR,Dracaena draco,Dragon tree,PES,PES OTHER
NoCalCoast,ERDE,Eriobotrya deflexa,Bronze loquat,BES,BES OTHER
NoCalCoast,ERJA,Eriobotrya japonica,Loquat tree,BES,BES OTHER
NoCalCoast,EUCI,Eucalyptus cinerea,Silver dollar eucalyptus,BEM,EUGL
NoCalCoast,EUCI2,Eucalyptus citriodora,Lemonscented gum,BEL,EUGL
NoCalCoast,EUFI81,Eucalyptus ficifolia,Redflower gum,BEM,EUGL
NoCalCoast,EUGL,Eucalyptus globulus,Blue gum eucalyptus,BEL,EUGL
NoCalCoast,EUGU,Eucalyptus gunnii,Cicer gum eucalyptus,BEL,EUGL
NoCalCoast,EULE2,Eucalyptus lehmannii,Bushy yate,BES,EUGL
NoCalCoast,EULE,Eucalyptus leucoxylon,White ironbark,BEM,EUGL
NoCalCoast,EUMA,Eucalyptus macrocarpa,Bluebush,BES,EUGL
NoCalCoast,EUNI,Eucalyptus nicholii,Willow-leaved gimlet,BEM,EUGL
NoCalCoast,EUPA26,Eucalyptus parvula,Kybean gum,BES,EUGL
NoCalCoast,EUPO,Eucalyptus polyanthemos,Sliver dollar gum eucalyptus,BEL,EUGL
NoCalCoast,EURU,Eucalyptus rudis,Desert gum eucalyptus,BEL,EUGL
NoCalCoast,EUSI,Eucalyptus sideroxylon,Red ironbark,BEL,EUGL
NoCalCoast,EU1,Eucalyptus  species,Gum,BEL,EUGL
NoCalCoast,EUTO11,Eucalyptus torquata,Coral gum,BES,EUGL
NoCalCoast,EUNY,Eucryphia x nymansensis,Namansay' eucryphia,BES,BES OTHER
NoCalCoast,EUPA2,Eugenia paniculata,Brush cherry,BES,BES OTHER
NoCalCoast,EUSM,Eugenia smithii,Lilly-pilly tree,BES,BES OTHER
NoCalCoast,FASY,Fagus sylvatica,European beech,BDL,BDL OTHER
NoCalCoast,FESE,Feijoa sellowiana,Pineapple guava,BES,BES OTHER
NoCalCoast,FIBE,Ficus benjamina,Benjamin fig,BEM,BEM OTHER
NoCalCoast,FICA,Ficus carica,Common fig,BDS,BDS OTHER
NoCalCoast,FIEL,Ficus elastica,Rubber plant,BES,BES OTHER
NoCalCoast,FIRE4,Ficus retusa ssp. nitida,Indian laurel fig,BEM,BEM OTHER
NoCalCoast,FRAN2,Fraxinus angustifolia,Raywood ash,BDM,FRVE
NoCalCoast,FR,Fraxinus  species,Ash,BDM,FRVE
NoCalCoast,FRUH,Fraxinus uhdei,Evergreen ash,BDL,BDL OTHER
NoCalCoast,FRVE,Fraxinus velutina,Velvet ash,BDM,FRVE
NoCalCoast,FRCA6,Fremontodendron californicum,California flannelbush,BES,BES OTHER
NoCalCoast,FRME2,Fremontodendron mexicanum,Mexican flannelbush,BES,BES OTHER
NoCalCoast,GAEL,Garrya elliptica,Wavyleaf silktassel,BES,BES OTHER
NoCalCoast,GEPA,Geijera parviflora,Wilga; australian willow,BEM,BEM OTHER
NoCalCoast,GIBI,Ginkgo biloba,Ginkgo,BDM,GIBI
NoCalCoast,GLTR,Gleditsia triacanthos,Honeylocust,BDM,ROPS
NoCalCoast,GRRO,Grevillea robusta,Silk oak,BEL,BEL OTHER
NoCalCoast,HASU,Hakea suaveolens,Sweet hakea; scented hakea,CES,CES OTHER
NoCalCoast,HEAR,Heteromeles arbutifolia,Christmasberry,BES,BES OTHER
NoCalCoast,HISY,Hibiscus syriacus,Rose-of-sharon,BDS,BDS OTHER
NoCalCoast,HYFL,Hymenosporum flavum,Sweetshade; Australian fragipani,BES,BES OTHER
NoCalCoast,ILAL,Ilex altaclarensis,Wilson holly,BES,BES OTHER
NoCalCoast,ILCO2,Ilex cornuta,Chinese holly,BES,BES OTHER
NoCalCoast,JAMI,Jacaranda mimosifolia,Jacaranda,BDM,BDM OTHER
NoCalCoast,JA6,Jasminum  species,Jasmine,BES,BES OTHER
NoCalCoast,JUNI,Juglans nigra,Black walnut,BDL,BDL OTHER
NoCalCoast,JURE,Juglans regia,English walnut,BDM,BDM OTHER
NoCalCoast,JUCA1,Juniperus californica,California juniper,CEM,CEM OTHER
NoCalCoast,JUCH,Juniperus chinensis,Chinese juniper,CES,CES OTHER
NoCalCoast,JUOC,Juniperus occidentalis,Western juniper,CEL,CEL OTHER
NoCalCoast,JU,Juniperus  species,Juniper,CES,CES OTHER
NoCalCoast,KOBI,Koelreuteria bipinnata,Chinese flame tree,BDM,BDM OTHER
NoCalCoast,KOEL,Koelreuteria elegans,Flamegold,BDM,BDM OTHER
NoCalCoast,LAIN,Lagerstroemia indica,Common crapemyrtle,BDS,BDS OTHER
NoCalCoast,LAPA,Lagunaria patersonii,Primrose tree; cow itch tree,BEM,BEM OTHER
NoCalCoast,LANO,Laurus nobilis,Laurel de olor,BEM,BEM OTHER
NoCalCoast,LELA12,Leptospermum laevigata,Coastal teatree,BES,BES OTHER
NoCalCoast,LIJA,Ligustrum japonicum,Ligustro,BES,BES OTHER
NoCalCoast,LILU,Ligustrum lucidum,Chinese privet,BEM,BEM OTHER
NoCalCoast,LIOV,Ligustrum ovalifolium,California privet,BES,BES OTHER
NoCalCoast,LIFO,Liquidambar formosana,Chinese sweet gum,BDM,BDM OTHER
NoCalCoast,LIST,Liquidambar styraciflua,Sweetgum,BDM,LIST
NoCalCoast,LITU,Liriodendron tulipifera,Tulip tree,BDL,LITU
NoCalCoast,LIDE,Lithocarpus densiflorus,Tanoak,BEL,BEL OTHER
NoCalCoast,LYRA,Lycianthes rantonnei,Paraguay nightshade,BES,BES OTHER
NoCalCoast,LYFL,Lyonothamnus floribundus,Lyontree,BEM,BEM OTHER
NoCalCoast,MATI,Machaerium tipu,Tipa,BDS,BDS OTHER
NoCalCoast,MAGR,Magnolia grandiflora,Southern magnolia,BEM,MAGR
NoCalCoast,MASO,Magnolia x soulangiana,Chinese magnolia; Saucer magnolia,BDS,BDS OTHER
NoCalCoast,MAST,Magnolia stellata,Star magnolia,BDS,BDS OTHER
NoCalCoast,PYIO,Malus ioensis,Prairie crabapple,BDS,BDS OTHER
NoCalCoast,MAPU,Malus pumila,Paradise apple,BDS,BDS OTHER
NoCalCoast,MA2,Malus  species,Apple,BDS,BDS OTHER
NoCalCoast,MASY2,Malus sylvestris,Common crabapple,BDS,BDS OTHER
NoCalCoast,MABO,Maytenus boaria,Mayten,BEM,BEM OTHER
NoCalCoast,MELE,Melaleuca leucadendra,Punk tree,BEM,BEM OTHER
NoCalCoast,MELI7,Melaleuca linariifolia,Cajeput tree,BES,BES OTHER
NoCalCoast,MENE,Melaleuca nesophila,Pink melaleuca,BES,BES OTHER
NoCalCoast,MEQU,Melaleuca quinquenervia,Cajeput ,BEM,BEM OTHER
NoCalCoast,MEST,Melaleuca styphelioides,Melaleuca,BEM,BEM OTHER
NoCalCoast,MEAZ,Melia azedarach,Chinaberry,BDM,BDM OTHER
NoCalCoast,MEGL,Metasequoia glyptostroboides,Dawn redwood,BDL,BDL OTHER
NoCalCoast,MEEX,Metrosideros excelsus,New zealand christmas tree,BEM,BEM OTHER
NoCalCoast,MOAR,Montanoa arborescens,Daisy tree,BES,BES OTHER
NoCalCoast,MYCA,Morella californica,Pacific bayberry,BES,BES OTHER
NoCalCoast,MOAL,Morus alba,White mulberry,BDM,BDM OTHER
NoCalCoast,MUPA3,Musa x paradisiaca,French plantain,BES,BES OTHER
NoCalCoast,MYLA,Myoporum laetum,Mioporo,BES,BES OTHER
NoCalCoast,NEOL,Nerium oleander,Oleander,BES,BES OTHER
NoCalCoast,NIGL,Nicotiana glauca,Tree tobacco,BES,BES OTHER
NoCalCoast,NYSY,Nyssa sylvatica,Black tupelo,BDM,BDM OTHER
NoCalCoast,OLEU,Olea europaea,Olive,BEM,BEM OTHER
NoCalCoast,OPFI,Opuntia ficus-indica,Tuna cactus,CES,CES OTHER
NoCalCoast,OTHER,Other,Other,BDM,BDM OTHER
NoCalCoast,BR,Brahea  species,Palm(brahea),PES,PES OTHER
NoCalCoast,PEAM,Persea americana,Avocado,BEM,BEM OTHER
NoCalCoast,PHCA,Phoenix canariensis,Canary island date palm,PEL,PEL OTHER
NoCalCoast,PHDA4,Phoenix dactylifera,Date palm,PEL,PEL OTHER
NoCalCoast,PHRO,Phoenix roebelenii,Pygmy date palm,PES,PES OTHER
NoCalCoast,PHFR,Photinia x fraseri,Fraser photinia,BES,BES OTHER
NoCalCoast,PH18,Phyllostachys  species,Bamboo,BES,BES OTHER
NoCalCoast,PIBR2,Pinus brutia,Turkish pine,CEM,PIBR2
NoCalCoast,PIPU,Picea pungens,Blue spruce,CEL,CEL OTHER
NoCalCoast,PICA,Pinus canariensis,Canary island pine,CEL,PIRA
NoCalCoast,PICE,Pinus cembroides,Mexican pinyon,CES,PIRA
NoCalCoast,PICO2,Pinus coulteri,Coulter pine,CEL,PIRA
NoCalCoast,PICO5,Pinus contorta 'bolanderi',Bolander beach pine,CES,PICO5
NoCalCoast,PIHA,Pinus halepensis,Aleppo pine,CEL,PIRA
NoCalCoast,PIPA4,Pinus patula,NCN,CEL,PIRA
NoCalCoast,PIPI2,Pinus pinea,Itailian stone pine,CEL,PIRA
NoCalCoast,PIRA,Pinus radiata,Monterey pine,CEL,PIRA
NoCalCoast,PI2,Pinus  species,Pine,CEM,PIRA
NoCalCoast,PITH,Pinus thunbergiana,Japanese black pine,CEL,PIRA
NoCalCoast,PITO2,Pinus torreyana,Torrey pine,CEL,PIRA
NoCalCoast,PICH,Pistacia chinensis,Chinese pistache,BDM,PICH
NoCalCoast,PICR,Pittosporum crassifolium,Stiffleaf cheesewood,BES,PIUN
NoCalCoast,PIEU,Pittosporum eugenioides,Tarata,BES,PIUN
NoCalCoast,PIRH,Pittosporum rhombifolium,Queensland pittosporum,BES,PIUN
NoCalCoast,PI23,Pittosporum  species,Cheesewood,BES,PIUN
NoCalCoast,PITO,Pittosporum tobira,Japanese pittosporum,BES,PIUN
NoCalCoast,PIUN,Pittosporum undulatum,Victorian box,BEM,PIUN
NoCalCoast,PIVI5,Pittosporum viridiflorum,Cape cheesewood,BES,PIUN
NoCalCoast,PLAC,Platanus hybrida,London planetree,BDL,PLAC
NoCalCoast,PLRA,Platanus racemosa,California sycamore,BDL,BDL OTHER
NoCalCoast,POGR2,Podocarpus gracilior,Fern pine,BEL,BEL OTHER
NoCalCoast,POMA,Podocarpus macrophyllus,Yew podocarpus,BES,BES OTHER
NoCalCoast,POAL,Populus alba,White poplar,BDL,BDL OTHER
NoCalCoast,POBA,Populus balsamifera,Balsam poplar,BDL,BDL OTHER
NoCalCoast,POFR,Populus fremontii,Fremont cottonwood,BDL,BDL OTHER
NoCalCoast,PONI,Populus nigra,Black poplar,BDL,BDL OTHER
NoCalCoast,POTR1,Populus tremuloides,Quaking aspen,BDM,BDM OTHER
NoCalCoast,PRAM2,Prunus amygdalus,Almendro,BDS,BDS OTHER
NoCalCoast,PRAR,Prunus armeniaca,Apricot,BDS,BDS OTHER
NoCalCoast,PRBL,Prunus blieriana,Blierana plum,BDS,BDS OTHER
NoCalCoast,PRCA,Prunus caroliniana,Carolina laurelcherry,BDS,BDS OTHER
NoCalCoast,PRCE,Prunus cerasifera,Cherry plum,BDS,PRCE
NoCalCoast,PRDO,Prunus domestica,Common plum,BDS,BDS OTHER
NoCalCoast,PRIL,Prunus ilicifolia,Hollyleaf cherry,BDS,BDS OTHER
NoCalCoast,PRLY,Prunus ilicifolia ssp. lyonii,Catalina cherry,BDS,BDS OTHER
NoCalCoast,PRPE2,Prunus persica,Peach,BDS,BDS OTHER
NoCalCoast,PRPI,Prunus pissardii,Purpleleaf plum,BDS,BDS OTHER
NoCalCoast,PRSE2,Prunus serrulata,Kwanzan cherry,BDS,BDS OTHER
NoCalCoast,PR,Prunus  species,Plum,BDS,BDS OTHER
NoCalCoast,PRYE,Prunus yedoensis,Yoshino flowering cherry,BDS,BDS OTHER
NoCalCoast,PSME,Pseudotsuga menziesii,Douglas fir,CEL,CEL OTHER
NoCalCoast,PTTR,Ptelea trifoliata,Common hoptree,BDS,BDS OTHER
NoCalCoast,PYSP,Pyracantha  species,Firethorn,BES,BES OTHER
NoCalCoast,PYCA,Pyrus calleryana,Callery pear,BDM,PYCA
NoCalCoast,PYCO,Pyrus communis,Common pear,BDS,BDS OTHER
NoCalCoast,PYKA,Pyrus kawakamii,Evergreen pear,BES,PYKA
NoCalCoast,QUAG,Quercus agrifolia,Coastal live oak; California live oak,BEL,QUAG
NoCalCoast,QUCH,Quercus chrysolepis,Canyon live oak,BEL,QUAG
NoCalCoast,QUCO,Quercus coccinea,Scarlet oak,BDL,QUAG
NoCalCoast,QUIL2,Quercus ilex,Roble negro,BEL,QUAG
NoCalCoast,QUKE,Quercus kelloggii,California black oak,BEL,QUAG
NoCalCoast,QULO,Quercus lobata,California white oak,BDL,QUAG
NoCalCoast,QUPA,Quercus palustris,Pin oak,BDL,QUAG
NoCalCoast,QURO,Quercus robur,English oak,BDL,QUAG
NoCalCoast,QURU,Quercus rubra,Northern red oak,BDL,QUAG
NoCalCoast,QU,Quercus  species,Oak,BDL,QUAG
NoCalCoast,QUSU,Quercus suber,Cork oak,BEL,QUAG
NoCalCoast,QUVI,Quercus virginiana,Live oak,BEL,QUAG
NoCalCoast,RHIN2,Rhaphiolepis,Indian hawthorn,BES,BES OTHER
NoCalCoast,RHSP1,Rhododendron  species,Rhododendron,BES,BES OTHER
NoCalCoast,RHLA,Rhus lancea,African sumac,BES,BES OTHER
NoCalCoast,RHOV,Rhus ovata,Sugar sumac,BES,BES OTHER
NoCalCoast,ROPS,Robinia pseudoacacia,Black locust,BDM,ROPS
NoCalCoast,SABA,Salix x sepulcralis Simonkai,Weeping willow,BDM,BDM OTHER
NoCalCoast,SADI,Salix discolor,Pussy willow,BDS,BDS OTHER
NoCalCoast,SALA1,Salix lasiolepis,Arroya willow,BDS,BDS OTHER
NoCalCoast,SALU,Salix lucida,Shining willow,BDS,BDS OTHER
NoCalCoast,SAMA,Salix matsudana,Corkscrew willow,BDM,BDM OTHER
NoCalCoast,SA,Salix  species,Willow,BDM,BDM OTHER
NoCalCoast,SA12,Salvia  species,Sage,BDS,BDS OTHER
NoCalCoast,SACA,Sambucus nigra ssp. canadensis,Common elderberry,BDS,BDS OTHER
NoCalCoast,SC3,Schefflera  species,Schefflera,BES,BES OTHER
NoCalCoast,SCMO,Schinus molle,California peppertree,BEM,BEM OTHER
NoCalCoast,SCPO,Schinus polygamus,Huingan,BES,BES OTHER
NoCalCoast,SCTE,Schinus terebinthifolius,Brazilian pepper,BES,BES OTHER
